"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 07 14:33:01 GMT 2023","Fri Apr 07 14:33:04 GMT 2023","3493","vizsgaremek.test","test_conduit","TestConduit","","","Regisztráció - Helyes adatokkal",""
"passed","Fri Apr 07 14:32:59 GMT 2023","Fri Apr 07 14:32:59 GMT 2023","72","vizsgaremek.test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Fri Apr 07 14:33:12 GMT 2023","Fri Apr 07 14:33:22 GMT 2023","10490","vizsgaremek.test","test_conduit","TestConduit","","","Kijelentkezés - Helyes adatokkal",""
"passed","Fri Apr 07 14:33:05 GMT 2023","Fri Apr 07 14:33:11 GMT 2023","5434","vizsgaremek.test","test_conduit","TestConduit","","","Bejelentkezés - Helyes adatokkal",""
"passed","Fri Apr 07 14:33:23 GMT 2023","Fri Apr 07 14:33:39 GMT 2023","15917","vizsgaremek.test","test_conduit","TestConduit","","","Új adat bevitel - Helyes adatokkal",""
"passed","Fri Apr 07 14:32:58 GMT 2023","Fri Apr 07 14:32:58 GMT 2023","76","vizsgaremek.test","test_conduit","TestConduit","","","Oldal megnyitása",""
