"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 21:49:33 GMT 2023","Thu Apr 06 21:49:33 GMT 2023","128","vizsgaremek.test","test_conduit","TestConduit","","","Oldal megnyitása",""
"passed","Thu Apr 06 21:49:41 GMT 2023","Thu Apr 06 21:49:46 GMT 2023","5476","vizsgaremek.test","test_conduit","TestConduit","","","Bejelentkezés - Helyes adatokkal",""
"passed","Thu Apr 06 21:49:36 GMT 2023","Thu Apr 06 21:49:40 GMT 2023","3641","vizsgaremek.test","test_conduit","TestConduit","","","Regisztráció - Helyes adatokkal",""
"passed","Thu Apr 06 21:49:48 GMT 2023","Thu Apr 06 21:49:58 GMT 2023","10515","vizsgaremek.test","test_conduit","TestConduit","","","Kijelentkezés - Helyes adatokkal",""
"passed","Thu Apr 06 21:49:35 GMT 2023","Thu Apr 06 21:49:35 GMT 2023","115","vizsgaremek.test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
