"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 07 21:27:15 GMT 2023","Fri Apr 07 21:28:19 GMT 2023","64290","vizsgaremek.test","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból - Helyes adatokkal",""
"passed","Fri Apr 07 21:26:58 GMT 2023","Fri Apr 07 21:27:14 GMT 2023","16109","vizsgaremek.test","test_conduit","TestConduit","","","Új adat bevitel - Helyes adatokkal",""
"passed","Fri Apr 07 21:26:35 GMT 2023","Fri Apr 07 21:26:38 GMT 2023","3501","vizsgaremek.test","test_conduit","TestConduit","","","Regisztráció - Helyes adatokkal",""
"passed","Fri Apr 07 21:26:34 GMT 2023","Fri Apr 07 21:26:34 GMT 2023","74","vizsgaremek.test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Fri Apr 07 21:26:40 GMT 2023","Fri Apr 07 21:26:45 GMT 2023","5461","vizsgaremek.test","test_conduit","TestConduit","","","Bejelentkezés - Helyes adatokkal",""
"passed","Fri Apr 07 21:26:32 GMT 2023","Fri Apr 07 21:26:33 GMT 2023","70","vizsgaremek.test","test_conduit","TestConduit","","","Oldal megnyitása",""
"passed","Fri Apr 07 21:26:46 GMT 2023","Fri Apr 07 21:26:57 GMT 2023","10555","vizsgaremek.test","test_conduit","TestConduit","","","Kijelentkezés - Helyes adatokkal",""
