"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 07 22:29:40 GMT 2023","Fri Apr 07 22:29:44 GMT 2023","3520","vizsgaremek.test","test_conduit","TestConduit","","","Regisztráció - Helyes adatokkal",""
"passed","Fri Apr 07 22:29:45 GMT 2023","Fri Apr 07 22:29:51 GMT 2023","5458","vizsgaremek.test","test_conduit","TestConduit","","","Bejelentkezés - Helyes adatokkal",""
"passed","Fri Apr 07 22:29:38 GMT 2023","Fri Apr 07 22:29:38 GMT 2023","68","vizsgaremek.test","test_conduit","TestConduit","","","Oldal megnyitása",""
"passed","Fri Apr 07 22:30:21 GMT 2023","Fri Apr 07 22:31:25 GMT 2023","64429","vizsgaremek.test","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból - Helyes adatokkal",""
"passed","Fri Apr 07 22:30:04 GMT 2023","Fri Apr 07 22:30:20 GMT 2023","16104","vizsgaremek.test","test_conduit","TestConduit","","","Új adat bevitel - Helyes adatokkal",""
"passed","Fri Apr 07 22:29:39 GMT 2023","Fri Apr 07 22:29:39 GMT 2023","81","vizsgaremek.test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Fri Apr 07 22:29:52 GMT 2023","Fri Apr 07 22:30:02 GMT 2023","10530","vizsgaremek.test","test_conduit","TestConduit","","","Kijelentkezés - Helyes adatokkal",""
"passed","Fri Apr 07 22:31:27 GMT 2023","Fri Apr 07 22:31:42 GMT 2023","15725","vizsgaremek.test","test_conduit","TestConduit","","","Meglévő adat módosítás",""
